34359738368,CLOSURE_BINDING,controllers/aiController.ts::program:AIController:<init>:<lambda>6:<lambda>7:<lambda>8:sectionScores,BY_REFERENCE
34359738369,CLOSURE_BINDING,controllers/aiController.ts::program:AIController:<init>:<lambda>6:getAllLatestProjectInsights,BY_REFERENCE
34359738370,CLOSURE_BINDING,controllers/aiController.ts::program:AIController:<init>:getAllLatestProjectInsights,BY_REFERENCE
34359738371,CLOSURE_BINDING,controllers/aiController.ts::program:AIController:<init>:<lambda>5:getProjectInsightsHistoryById,BY_REFERENCE
34359738372,CLOSURE_BINDING,controllers/aiController.ts::program:AIController:<init>:getProjectInsightsHistoryById,BY_REFERENCE
34359738373,CLOSURE_BINDING,controllers/aiController.ts::program:AIController:<init>:<lambda>4:getLatestProjectInsights,BY_REFERENCE
34359738374,CLOSURE_BINDING,controllers/aiController.ts::program:AIController:<init>:getLatestProjectInsights,BY_REFERENCE
34359738375,CLOSURE_BINDING,controllers/aiController.ts::program:AIController:<init>:<lambda>3:saveProjectInsights,BY_REFERENCE
34359738376,CLOSURE_BINDING,controllers/aiController.ts::program:AIController:<init>:saveProjectInsights,BY_REFERENCE
34359738377,CLOSURE_BINDING,controllers/aiController.ts::program:AIController:<init>:<lambda>3:parseAndCorrectInsights,BY_REFERENCE
34359738378,CLOSURE_BINDING,controllers/aiController.ts::program:AIController:<init>:parseAndCorrectInsights,BY_REFERENCE
34359738379,CLOSURE_BINDING,controllers/aiController.ts::program:AIController:<init>:<lambda>3:projectInsightsService,BY_REFERENCE
34359738380,CLOSURE_BINDING,controllers/aiController.ts::program:AIController:<init>:projectInsightsService,BY_REFERENCE
34359738381,CLOSURE_BINDING,controllers/aiController.ts::program:AIController:<init>:<lambda>2:geminiService,BY_REFERENCE
34359738382,CLOSURE_BINDING,controllers/aiController.ts::program:AIController:<init>:geminiService,BY_REFERENCE
34359738383,CLOSURE_BINDING,controllers/aiController.ts::program:AIController:<init>:<lambda>1:geminiService,BY_REFERENCE
34359738384,CLOSURE_BINDING,controllers/aiController.ts::program:AIController:<init>:<lambda>0:geminiService,BY_REFERENCE
34359738385,CLOSURE_BINDING,controllers/commitMetricsController.ts::program:<lambda>2:commitMetricsDbService,BY_REFERENCE
34359738386,CLOSURE_BINDING,controllers/commitMetricsController.ts::program:<lambda>1:commitMetricsDbService,BY_REFERENCE
34359738387,CLOSURE_BINDING,controllers/commitMetricsController.ts::program:<lambda>0:commitMetricsSyncService,BY_REFERENCE
34359738388,CLOSURE_BINDING,controllers/doraMetricsController.ts::program:<lambda>16:getDoraTrends,BY_REFERENCE
34359738389,CLOSURE_BINDING,controllers/doraMetricsController.ts::program:<lambda>15:captureLastWeekSnapshots,BY_REFERENCE
34359738390,CLOSURE_BINDING,controllers/doraMetricsController.ts::program:<lambda>14:getWeeklySnapshotsForProject,BY_REFERENCE
34359738391,CLOSURE_BINDING,controllers/doraMetricsController.ts::program:<lambda>13:deleteTimeToRestoreService,BY_REFERENCE
34359738392,CLOSURE_BINDING,controllers/doraMetricsController.ts::program:<lambda>12:deleteChangeFailureRate,BY_REFERENCE
34359738393,CLOSURE_BINDING,controllers/doraMetricsController.ts::program:<lambda>11:deleteLeadTimeChange,BY_REFERENCE
34359738394,CLOSURE_BINDING,controllers/doraMetricsController.ts::program:<lambda>10:deleteDeploymentFrequency,BY_REFERENCE
34359738395,CLOSURE_BINDING,controllers/doraMetricsController.ts::program:<lambda>9:searchDeploymentsByIdPrefix,BY_REFERENCE
34359738396,CLOSURE_BINDING,controllers/doraMetricsController.ts::program:<lambda>8:calculateDoraMetricsSummary,BY_REFERENCE
34359738397,CLOSURE_BINDING,controllers/doraMetricsController.ts::program:<lambda>7:getTimeToRestoreServiceByProject,BY_REFERENCE
34359738398,CLOSURE_BINDING,controllers/doraMetricsController.ts::program:<lambda>6:getChangeFailureRateByProject,BY_REFERENCE
34359738399,CLOSURE_BINDING,controllers/doraMetricsController.ts::program:<lambda>5:getLeadTimeChangesByProject,BY_REFERENCE
34359738400,CLOSURE_BINDING,controllers/doraMetricsController.ts::program:<lambda>4:getDeploymentFrequencyByProject,BY_REFERENCE
34359738401,CLOSURE_BINDING,controllers/doraMetricsController.ts::program:<lambda>3:saveTimeToRestoreService,BY_REFERENCE
34359738402,CLOSURE_BINDING,controllers/doraMetricsController.ts::program:<lambda>2:saveChangeFailureRate,BY_REFERENCE
34359738403,CLOSURE_BINDING,controllers/doraMetricsController.ts::program:<lambda>1:saveLeadTimeChange,BY_REFERENCE
34359738404,CLOSURE_BINDING,controllers/doraMetricsController.ts::program:<lambda>0:saveDeploymentFrequency,BY_REFERENCE
34359738405,CLOSURE_BINDING,controllers/healthScoreController.ts::program:<lambda>6:getPool,BY_REFERENCE
34359738406,CLOSURE_BINDING,controllers/healthScoreController.ts::program:<lambda>0:<lambda>5:securityMap,BY_REFERENCE
34359738407,CLOSURE_BINDING,controllers/healthScoreController.ts::program:<lambda>0:<lambda>5:maintainabilityMap,BY_REFERENCE
34359738408,CLOSURE_BINDING,controllers/healthScoreController.ts::program:<lambda>0:<lambda>5:reliabilityMap,BY_REFERENCE
34359738409,CLOSURE_BINDING,controllers/healthScoreController.ts::program:<lambda>0:<lambda>5:commitMap,BY_REFERENCE
34359738410,CLOSURE_BINDING,controllers/healthScoreController.ts::program:<lambda>0:<lambda>5:mrMap,BY_REFERENCE
34359738411,CLOSURE_BINDING,controllers/healthScoreController.ts::program:<lambda>0:<lambda>5:issueMap,BY_REFERENCE
34359738412,CLOSURE_BINDING,controllers/healthScoreController.ts::program:<lambda>0:<lambda>3:<lambda>4:map,BY_REFERENCE
34359738413,CLOSURE_BINDING,controllers/healthScoreController.ts::program:<lambda>0:<lambda>1:<lambda>2:allDates,BY_REFERENCE
34359738414,CLOSURE_BINDING,controllers/healthScoreController.ts::program:<lambda>0:<lambda>1:allDates,BY_REFERENCE
34359738415,CLOSURE_BINDING,controllers/healthScoreController.ts::program:<lambda>0:getPool,BY_REFERENCE
34359738416,CLOSURE_BINDING,controllers/issueMetricsController.ts::program:<lambda>3:issueMetricsDbService,BY_REFERENCE
