120259084288,METHOD_REF,1,,,<lambda>8,46,,210,controllers/aiController.ts::program:AIController:<init>:<lambda>6:<lambda>7:<lambda>8,,,3,,controllers/aiController.ts::program:AIController:<init>:<lambda>6:<lambda>7:<lambda>8
120259084289,METHOD_REF,1,,,<lambda>7,48,,204,controllers/aiController.ts::program:AIController:<init>:<lambda>6:<lambda>7,,,3,,controllers/aiController.ts::program:AIController:<init>:<lambda>6:<lambda>7
120259084290,METHOD_REF,2,,,<lambda>0,19,,12,controllers/aiController.ts::program:AIController:<init>:<lambda>0,,,2,,controllers/aiController.ts::program:AIController:<init>:<lambda>0
120259084291,METHOD_REF,2,,,<lambda>1,17,,32,controllers/aiController.ts::program:AIController:<init>:<lambda>1,,,2,,controllers/aiController.ts::program:AIController:<init>:<lambda>1
120259084292,METHOD_REF,2,,,<lambda>2,20,,50,controllers/aiController.ts::program:AIController:<init>:<lambda>2,,,2,,controllers/aiController.ts::program:AIController:<init>:<lambda>2
120259084293,METHOD_REF,2,,,<lambda>3,28,,85,controllers/aiController.ts::program:AIController:<init>:<lambda>3,,,2,,controllers/aiController.ts::program:AIController:<init>:<lambda>3
120259084294,METHOD_REF,2,,,<lambda>4,23,,123,controllers/aiController.ts::program:AIController:<init>:<lambda>4,,,2,,controllers/aiController.ts::program:AIController:<init>:<lambda>4
120259084295,METHOD_REF,2,,,<lambda>5,34,,160,controllers/aiController.ts::program:AIController:<init>:<lambda>5,,,2,,controllers/aiController.ts::program:AIController:<init>:<lambda>5
120259084296,METHOD_REF,2,,,<lambda>6,26,,191,controllers/aiController.ts::program:AIController:<init>:<lambda>6,,,2,,controllers/aiController.ts::program:AIController:<init>:<lambda>6
120259084297,METHOD_REF,2,,,constructor() {},0,,8,controllers/aiController.ts::program:AIController:<init>,,,2,,controllers/aiController.ts::program:AIController:<init>
120259084298,METHOD_REF,2,,,<lambda>0,36,,13,controllers/commitMetricsController.ts::program:refreshCommitMetrics,,,2,,controllers/commitMetricsController.ts::program:<lambda>0
120259084299,METHOD_REF,2,,,<lambda>1,32,,43,controllers/commitMetricsController.ts::program:getCommitMetrics,,,2,,controllers/commitMetricsController.ts::program:<lambda>1
120259084300,METHOD_REF,2,,,<lambda>2,39,,80,controllers/commitMetricsController.ts::program:getCommitMetricsHistory,,,2,,controllers/commitMetricsController.ts::program:<lambda>2
120259084301,METHOD_REF,2,,,<lambda>0,41,,31,controllers/doraMetricsController.ts::program:createDeploymentFrequency,,,2,,controllers/doraMetricsController.ts::program:<lambda>0
120259084302,METHOD_REF,2,,,<lambda>1,36,,72,controllers/doraMetricsController.ts::program:createLeadTimeChange,,,2,,controllers/doraMetricsController.ts::program:<lambda>1
120259084303,METHOD_REF,2,,,<lambda>2,39,,123,controllers/doraMetricsController.ts::program:createChangeFailureRate,,,2,,controllers/doraMetricsController.ts::program:<lambda>2
120259084304,METHOD_REF,2,,,<lambda>3,42,,164,controllers/doraMetricsController.ts::program:createTimeToRestoreService,,,2,,controllers/doraMetricsController.ts::program:<lambda>3
120259084305,METHOD_REF,2,,,<lambda>4,38,,216,controllers/doraMetricsController.ts::program:getDeploymentFrequency,,,2,,controllers/doraMetricsController.ts::program:<lambda>4
120259084306,METHOD_REF,2,,,<lambda>5,34,,240,controllers/doraMetricsController.ts::program:getLeadTimeChanges,,,2,,controllers/doraMetricsController.ts::program:<lambda>5
120259084307,METHOD_REF,2,,,<lambda>6,37,,264,controllers/doraMetricsController.ts::program:getChangeFailureRates,,,2,,controllers/doraMetricsController.ts::program:<lambda>6
120259084308,METHOD_REF,2,,,<lambda>7,40,,288,controllers/doraMetricsController.ts::program:getTimeToRestoreServices,,,2,,controllers/doraMetricsController.ts::program:<lambda>7
120259084309,METHOD_REF,2,,,<lambda>8,37,,312,controllers/doraMetricsController.ts::program:getDoraMetricsSummary,,,2,,controllers/doraMetricsController.ts::program:<lambda>8
120259084310,METHOD_REF,2,,,<lambda>9,33,,338,controllers/doraMetricsController.ts::program:searchDeployments,,,2,,controllers/doraMetricsController.ts::program:<lambda>9
120259084311,METHOD_REF,2,,,<lambda>10,47,,370,controllers/doraMetricsController.ts::program:deleteDeploymentFrequencyRecord,,,2,,controllers/doraMetricsController.ts::program:<lambda>10
120259084312,METHOD_REF,2,,,<lambda>11,42,,399,controllers/doraMetricsController.ts::program:deleteLeadTimeChangeRecord,,,2,,controllers/doraMetricsController.ts::program:<lambda>11
120259084313,METHOD_REF,2,,,<lambda>12,45,,428,controllers/doraMetricsController.ts::program:deleteChangeFailureRateRecord,,,2,,controllers/doraMetricsController.ts::program:<lambda>12
120259084314,METHOD_REF,2,,,<lambda>13,48,,457,controllers/doraMetricsController.ts::program:deleteTimeToRestoreServiceRecord,,,2,,controllers/doraMetricsController.ts::program:<lambda>13
120259084315,METHOD_REF,2,,,<lambda>14,34,,486,controllers/doraMetricsController.ts::program:getWeeklySnapshots,,,2,,controllers/doraMetricsController.ts::program:<lambda>14
120259084316,METHOD_REF,2,,,<lambda>15,37,,510,controllers/doraMetricsController.ts::program:manualCaptureLastWeek,,,2,,controllers/doraMetricsController.ts::program:<lambda>15
120259084317,METHOD_REF,2,,,<lambda>16,39,,531,controllers/doraMetricsController.ts::program:getDoraTrendsController,,,2,,controllers/doraMetricsController.ts::program:<lambda>16
120259084318,METHOD_REF,1,,,<lambda>2,27,,110,controllers/healthScoreController.ts::program:<lambda>0:<lambda>1:<lambda>2,,,3,,controllers/healthScoreController.ts::program:<lambda>0:<lambda>1:<lambda>2
120259084319,METHOD_REF,1,,,<lambda>4,27,,125,controllers/healthScoreController.ts::program:<lambda>0:<lambda>3:<lambda>4,,,3,,controllers/healthScoreController.ts::program:<lambda>0:<lambda>3:<lambda>4
120259084320,METHOD_REF,2,,,<lambda>1,21,,109,controllers/healthScoreController.ts::program:<lambda>0:addDates,,,2,,controllers/healthScoreController.ts::program:<lambda>0:<lambda>1
120259084321,METHOD_REF,2,,,<lambda>3,26,,123,controllers/healthScoreController.ts::program:<lambda>0:createDateMap,,,2,,controllers/healthScoreController.ts::program:<lambda>0:<lambda>3
120259084322,METHOD_REF,1,,,<lambda>5,11,,141,controllers/healthScoreController.ts::program:<lambda>0:<lambda>5,,,3,,controllers/healthScoreController.ts::program:<lambda>0:<lambda>5
120259084323,METHOD_REF,2,,,<lambda>0,37,,11,controllers/healthScoreController.ts::program:getHealthScoreHistory,,,2,,controllers/healthScoreController.ts::program:<lambda>0
120259084324,METHOD_REF,2,,,<lambda>6,37,,169,controllers/healthScoreController.ts::program:getLatestHealthScores,,,2,,controllers/healthScoreController.ts::program:<lambda>6
120259084325,METHOD_REF,2,,,<lambda>0,35,,12,controllers/issueMetricsController.ts::program:refreshIssueMetrics,,,2,,controllers/issueMetricsController.ts::program:<lambda>0
120259084326,METHOD_REF,2,,,<lambda>1,31,,48,controllers/issueMetricsController.ts::program:getIssueMetrics,,,2,,controllers/issueMetricsController.ts::program:<lambda>1
120259084327,METHOD_REF,2,,,<lambda>2,37,,85,controllers/issueMetricsController.ts::program:getIssueMetricsTrends,,,2,,controllers/issueMetricsController.ts::program:<lambda>2
120259084328,METHOD_REF,2,,,<lambda>3,38,,133,controllers/issueMetricsController.ts::program:getIssueMetricsHistory,,,2,,controllers/issueMetricsController.ts::program:<lambda>3
120259084329,METHOD_REF,2,,,<lambda>0,39,,12,controllers/milestoneMetricsController.ts::program:refreshMilestoneMetrics,,,2,,controllers/milestoneMetricsController.ts::program:<lambda>0
120259084330,METHOD_REF,2,,,<lambda>1,35,,46,controllers/milestoneMetricsController.ts::program:getMilestoneMetrics,,,2,,controllers/milestoneMetricsController.ts::program:<lambda>1
120259084331,METHOD_REF,2,,,<lambda>0,32,,13,controllers/mrMetricsController.ts::program:refreshMRMetrics,,,2,,controllers/mrMetricsController.ts::program:<lambda>0
120259084332,METHOD_REF,2,,,<lambda>1,28,,48,controllers/mrMetricsController.ts::program:getMRMetrics,,,2,,controllers/mrMetricsController.ts::program:<lambda>1
120259084333,METHOD_REF,2,,,<lambda>2,34,,86,controllers/mrMetricsController.ts::program:getMRMetricsTrends,,,2,,controllers/mrMetricsController.ts::program:<lambda>2
120259084334,METHOD_REF,2,,,<lambda>3,35,,124,controllers/mrMetricsController.ts::program:getMRMetricsHistory,,,2,,controllers/mrMetricsController.ts::program:<lambda>3
120259084335,METHOD_REF,1,,,<lambda>10,48,,172,controllers/projectController.ts::program:ProjectController:<init>:<lambda>9:<lambda>10,,,3,,controllers/projectController.ts::program:ProjectController:<init>:<lambda>9:<lambda>10
120259084336,METHOD_REF,1,,,<lambda>15,32,,245,controllers/projectController.ts::program:ProjectController:<init>:<lambda>14:<lambda>15,,,3,,controllers/projectController.ts::program:ProjectController:<init>:<lambda>14:<lambda>15
120259084337,METHOD_REF,1,,,<lambda>17,27,,254,controllers/projectController.ts::program:ProjectController:<init>:<lambda>16:<lambda>17,,,3,,controllers/projectController.ts::program:ProjectController:<init>:<lambda>16:<lambda>17
120259084338,METHOD_REF,1,,,<lambda>19,32,,262,controllers/projectController.ts::program:ProjectController:<init>:<lambda>18:<lambda>19,,,3,,controllers/projectController.ts::program:ProjectController:<init>:<lambda>18:<lambda>19
120259084339,METHOD_REF,1,,,<lambda>20,31,,263,controllers/projectController.ts::program:ProjectController:<init>:<lambda>18:<lambda>20,,,3,,controllers/projectController.ts::program:ProjectController:<init>:<lambda>18:<lambda>20
120259084340,METHOD_REF,1,,,<lambda>21,28,,264,controllers/projectController.ts::program:ProjectController:<init>:<lambda>18:<lambda>21,,,3,,controllers/projectController.ts::program:ProjectController:<init>:<lambda>18:<lambda>21
120259084341,METHOD_REF,1,,,<lambda>22,33,,265,controllers/projectController.ts::program:ProjectController:<init>:<lambda>18:<lambda>22,,,3,,controllers/projectController.ts::program:ProjectController:<init>:<lambda>18:<lambda>22
120259084342,METHOD_REF,2,,,<lambda>0,22,,16,controllers/projectController.ts::program:ProjectController:<init>:<lambda>0,,,2,,controllers/projectController.ts::program:ProjectController:<init>:<lambda>0
120259084343,METHOD_REF,2,,,<lambda>1,25,,29,controllers/projectController.ts::program:ProjectController:<init>:<lambda>1,,,2,,controllers/projectController.ts::program:ProjectController:<init>:<lambda>1
120259084344,METHOD_REF,2,,,<lambda>2,29,,54,controllers/projectController.ts::program:ProjectController:<init>:<lambda>2,,,2,,controllers/projectController.ts::program:ProjectController:<init>:<lambda>2
120259084345,METHOD_REF,2,,,<lambda>3,27,,67,controllers/projectController.ts::program:ProjectController:<init>:<lambda>3,,,2,,controllers/projectController.ts::program:ProjectController:<init>:<lambda>3
120259084346,METHOD_REF,2,,,<lambda>4,22,,80,controllers/projectController.ts::program:ProjectController:<init>:<lambda>4,,,2,,controllers/projectController.ts::program:ProjectController:<init>:<lambda>4
