111669149696,METHOD_PARAMETER_IN,,this,19,controllers/aiController.ts::program:AIController,BY_VALUE,0,false,12,this,,,0,,controllers/aiController.ts::program:AIController
111669149697,METHOD_PARAMETER_IN,,req: Request,26,express:Request;Request,BY_VALUE,1,false,12,req,,,1,Request,express:Request
111669149698,METHOD_PARAMETER_IN,,res: Response,40,express:Response;Response,BY_VALUE,2,false,12,res,,,2,Response,express:Response
111669149699,METHOD_PARAMETER_IN,,this,17,controllers/aiController.ts::program:AIController,BY_VALUE,0,false,32,this,,,0,,controllers/aiController.ts::program:AIController
111669149700,METHOD_PARAMETER_IN,,req: Request,24,express:Request;Request,BY_VALUE,1,false,32,req,,,1,Request,express:Request
111669149701,METHOD_PARAMETER_IN,,res: Response,38,express:Response;Response,BY_VALUE,2,false,32,res,,,2,Response,express:Response
111669149702,METHOD_PARAMETER_IN,,this,20,controllers/aiController.ts::program:AIController,BY_VALUE,0,false,50,this,,,0,,controllers/aiController.ts::program:AIController
111669149703,METHOD_PARAMETER_IN,,req: Request,27,express:Request;Request,BY_VALUE,1,false,50,req,,,1,Request,express:Request
111669149704,METHOD_PARAMETER_IN,,res: Response,41,express:Response;Response,BY_VALUE,2,false,50,res,,,2,Response,express:Response
111669149705,METHOD_PARAMETER_IN,,this,28,controllers/aiController.ts::program:AIController,BY_VALUE,0,false,85,this,,,0,,controllers/aiController.ts::program:AIController
111669149706,METHOD_PARAMETER_IN,,req: Request,35,express:Request;Request,BY_VALUE,1,false,85,req,,,1,Request,express:Request
111669149707,METHOD_PARAMETER_IN,,res: Response,49,express:Response;Response,BY_VALUE,2,false,85,res,,,2,Response,express:Response
111669149708,METHOD_PARAMETER_IN,,this,23,controllers/aiController.ts::program:AIController,BY_VALUE,0,false,123,this,,,0,,controllers/aiController.ts::program:AIController
111669149709,METHOD_PARAMETER_IN,,req: Request,30,express:Request;Request,BY_VALUE,1,false,123,req,,,1,Request,express:Request
111669149710,METHOD_PARAMETER_IN,,res: Response,44,express:Response;Response,BY_VALUE,2,false,123,res,,,2,Response,express:Response
111669149711,METHOD_PARAMETER_IN,,this,34,controllers/aiController.ts::program:AIController,BY_VALUE,0,false,160,this,,,0,,controllers/aiController.ts::program:AIController
111669149712,METHOD_PARAMETER_IN,,req: Request,41,express:Request;Request,BY_VALUE,1,false,160,req,,,1,Request,express:Request
111669149713,METHOD_PARAMETER_IN,,res: Response,55,express:Response;Response,BY_VALUE,2,false,160,res,,,2,Response,express:Response
111669149714,METHOD_PARAMETER_IN,,this,46,controllers/aiController.ts::program:AIController,BY_VALUE,0,false,210,this,,,0,,controllers/aiController.ts::program:AIController
111669149715,METHOD_PARAMETER_IN,,section: any,47,,BY_VALUE,1,false,210,section,,,1,ANY,ANY
111669149716,METHOD_PARAMETER_IN,,this,48,controllers/aiController.ts::program:AIController,BY_VALUE,0,false,204,this,,,0,,controllers/aiController.ts::program:AIController
111669149717,METHOD_PARAMETER_IN,,project: any,49,,BY_VALUE,1,false,204,project,,,1,ANY,ANY
111669149718,METHOD_PARAMETER_IN,,this,26,controllers/aiController.ts::program:AIController,BY_VALUE,0,false,191,this,,,0,,controllers/aiController.ts::program:AIController
111669149719,METHOD_PARAMETER_IN,,req: Request,33,express:Request;Request,BY_VALUE,1,false,191,req,,,1,Request,express:Request
111669149720,METHOD_PARAMETER_IN,,res: Response,47,express:Response;Response,BY_VALUE,2,false,191,res,,,2,Response,express:Response
111669149721,METHOD_PARAMETER_IN,,this,0,controllers/aiController.ts::program:AIController,BY_VALUE,0,false,8,this,,,0,,controllers/aiController.ts::program:AIController
111669149722,METHOD_PARAMETER_IN,,this,0,controllers/aiController.ts::program,BY_VALUE,0,false,1,this,,,0,,controllers/aiController.ts::program
111669149723,METHOD_PARAMETER_IN,,this,36,controllers/commitMetricsController.ts::program,BY_VALUE,0,false,13,this,,,0,,controllers/commitMetricsController.ts::program
111669149724,METHOD_PARAMETER_IN,,req: Request,43,express:Request;Request,BY_VALUE,1,false,13,req,,,1,Request,express:Request
111669149725,METHOD_PARAMETER_IN,,res: Response,57,express:Response;Response,BY_VALUE,2,false,13,res,,,2,Response,express:Response
111669149726,METHOD_PARAMETER_IN,,this,32,controllers/commitMetricsController.ts::program,BY_VALUE,0,false,43,this,,,0,,controllers/commitMetricsController.ts::program
111669149727,METHOD_PARAMETER_IN,,req: Request,39,express:Request;Request,BY_VALUE,1,false,43,req,,,1,Request,express:Request
111669149728,METHOD_PARAMETER_IN,,res: Response,53,express:Response;Response,BY_VALUE,2,false,43,res,,,2,Response,express:Response
111669149729,METHOD_PARAMETER_IN,,this,39,controllers/commitMetricsController.ts::program,BY_VALUE,0,false,80,this,,,0,,controllers/commitMetricsController.ts::program
111669149730,METHOD_PARAMETER_IN,,req: Request,46,express:Request;Request,BY_VALUE,1,false,80,req,,,1,Request,express:Request
111669149731,METHOD_PARAMETER_IN,,res: Response,60,express:Response;Response,BY_VALUE,2,false,80,res,,,2,Response,express:Response
111669149732,METHOD_PARAMETER_IN,,this,0,controllers/commitMetricsController.ts::program,BY_VALUE,0,false,1,this,,,0,,controllers/commitMetricsController.ts::program
111669149733,METHOD_PARAMETER_IN,,this,41,controllers/doraMetricsController.ts::program,BY_VALUE,0,false,31,this,,,0,,controllers/doraMetricsController.ts::program
111669149734,METHOD_PARAMETER_IN,,req: Request,48,express:Request;Request,BY_VALUE,1,false,31,req,,,1,Request,express:Request
111669149735,METHOD_PARAMETER_IN,,res: Response,62,express:Response;Response,BY_VALUE,2,false,31,res,,,2,Response,express:Response
111669149736,METHOD_PARAMETER_IN,,this,36,controllers/doraMetricsController.ts::program,BY_VALUE,0,false,72,this,,,0,,controllers/doraMetricsController.ts::program
111669149737,METHOD_PARAMETER_IN,,req: Request,43,express:Request;Request,BY_VALUE,1,false,72,req,,,1,Request,express:Request
111669149738,METHOD_PARAMETER_IN,,res: Response,57,express:Response;Response,BY_VALUE,2,false,72,res,,,2,Response,express:Response
111669149739,METHOD_PARAMETER_IN,,this,39,controllers/doraMetricsController.ts::program,BY_VALUE,0,false,123,this,,,0,,controllers/doraMetricsController.ts::program
111669149740,METHOD_PARAMETER_IN,,req: Request,46,express:Request;Request,BY_VALUE,1,false,123,req,,,1,Request,express:Request
111669149741,METHOD_PARAMETER_IN,,res: Response,60,express:Response;Response,BY_VALUE,2,false,123,res,,,2,Response,express:Response
111669149742,METHOD_PARAMETER_IN,,this,42,controllers/doraMetricsController.ts::program,BY_VALUE,0,false,164,this,,,0,,controllers/doraMetricsController.ts::program
111669149743,METHOD_PARAMETER_IN,,req: Request,49,express:Request;Request,BY_VALUE,1,false,164,req,,,1,Request,express:Request
111669149744,METHOD_PARAMETER_IN,,res: Response,63,express:Response;Response,BY_VALUE,2,false,164,res,,,2,Response,express:Response
111669149745,METHOD_PARAMETER_IN,,this,38,controllers/doraMetricsController.ts::program,BY_VALUE,0,false,216,this,,,0,,controllers/doraMetricsController.ts::program
111669149746,METHOD_PARAMETER_IN,,req: Request,45,express:Request;Request,BY_VALUE,1,false,216,req,,,1,Request,express:Request
111669149747,METHOD_PARAMETER_IN,,res: Response,59,express:Response;Response,BY_VALUE,2,false,216,res,,,2,Response,express:Response
111669149748,METHOD_PARAMETER_IN,,this,34,controllers/doraMetricsController.ts::program,BY_VALUE,0,false,240,this,,,0,,controllers/doraMetricsController.ts::program
111669149749,METHOD_PARAMETER_IN,,req: Request,41,express:Request;Request,BY_VALUE,1,false,240,req,,,1,Request,express:Request
111669149750,METHOD_PARAMETER_IN,,res: Response,55,express:Response;Response,BY_VALUE,2,false,240,res,,,2,Response,express:Response
111669149751,METHOD_PARAMETER_IN,,this,37,controllers/doraMetricsController.ts::program,BY_VALUE,0,false,264,this,,,0,,controllers/doraMetricsController.ts::program
111669149752,METHOD_PARAMETER_IN,,req: Request,44,express:Request;Request,BY_VALUE,1,false,264,req,,,1,Request,express:Request
111669149753,METHOD_PARAMETER_IN,,res: Response,58,express:Response;Response,BY_VALUE,2,false,264,res,,,2,Response,express:Response
111669149754,METHOD_PARAMETER_IN,,this,40,controllers/doraMetricsController.ts::program,BY_VALUE,0,false,288,this,,,0,,controllers/doraMetricsController.ts::program
111669149755,METHOD_PARAMETER_IN,,req: Request,47,express:Request;Request,BY_VALUE,1,false,288,req,,,1,Request,express:Request
111669149756,METHOD_PARAMETER_IN,,res: Response,61,express:Response;Response,BY_VALUE,2,false,288,res,,,2,Response,express:Response
111669149757,METHOD_PARAMETER_IN,,this,37,controllers/doraMetricsController.ts::program,BY_VALUE,0,false,312,this,,,0,,controllers/doraMetricsController.ts::program
111669149758,METHOD_PARAMETER_IN,,req: Request,44,express:Request;Request,BY_VALUE,1,false,312,req,,,1,Request,express:Request
111669149759,METHOD_PARAMETER_IN,,res: Response,58,express:Response;Response,BY_VALUE,2,false,312,res,,,2,Response,express:Response
111669149760,METHOD_PARAMETER_IN,,this,33,controllers/doraMetricsController.ts::program,BY_VALUE,0,false,338,this,,,0,,controllers/doraMetricsController.ts::program
111669149761,METHOD_PARAMETER_IN,,req: Request,40,express:Request;Request,BY_VALUE,1,false,338,req,,,1,Request,express:Request
111669149762,METHOD_PARAMETER_IN,,res: Response,54,express:Response;Response,BY_VALUE,2,false,338,res,,,2,Response,express:Response
111669149763,METHOD_PARAMETER_IN,,this,47,controllers/doraMetricsController.ts::program,BY_VALUE,0,false,370,this,,,0,,controllers/doraMetricsController.ts::program
111669149764,METHOD_PARAMETER_IN,,req: Request,54,express:Request;Request,BY_VALUE,1,false,370,req,,,1,Request,express:Request
111669149765,METHOD_PARAMETER_IN,,res: Response,68,express:Response;Response,BY_VALUE,2,false,370,res,,,2,Response,express:Response
111669149766,METHOD_PARAMETER_IN,,this,42,controllers/doraMetricsController.ts::program,BY_VALUE,0,false,399,this,,,0,,controllers/doraMetricsController.ts::program
111669149767,METHOD_PARAMETER_IN,,req: Request,49,express:Request;Request,BY_VALUE,1,false,399,req,,,1,Request,express:Request
111669149768,METHOD_PARAMETER_IN,,res: Response,63,express:Response;Response,BY_VALUE,2,false,399,res,,,2,Response,express:Response
111669149769,METHOD_PARAMETER_IN,,this,45,controllers/doraMetricsController.ts::program,BY_VALUE,0,false,428,this,,,0,,controllers/doraMetricsController.ts::program
111669149770,METHOD_PARAMETER_IN,,req: Request,52,express:Request;Request,BY_VALUE,1,false,428,req,,,1,Request,express:Request
111669149771,METHOD_PARAMETER_IN,,res: Response,66,express:Response;Response,BY_VALUE,2,false,428,res,,,2,Response,express:Response
111669149772,METHOD_PARAMETER_IN,,this,48,controllers/doraMetricsController.ts::program,BY_VALUE,0,false,457,this,,,0,,controllers/doraMetricsController.ts::program
111669149773,METHOD_PARAMETER_IN,,req: Request,55,express:Request;Request,BY_VALUE,1,false,457,req,,,1,Request,express:Request
111669149774,METHOD_PARAMETER_IN,,res: Response,69,express:Response;Response,BY_VALUE,2,false,457,res,,,2,Response,express:Response
111669149775,METHOD_PARAMETER_IN,,this,34,controllers/doraMetricsController.ts::program,BY_VALUE,0,false,486,this,,,0,,controllers/doraMetricsController.ts::program
111669149776,METHOD_PARAMETER_IN,,req: Request,41,express:Request;Request,BY_VALUE,1,false,486,req,,,1,Request,express:Request
111669149777,METHOD_PARAMETER_IN,,res: Response,55,express:Response;Response,BY_VALUE,2,false,486,res,,,2,Response,express:Response
111669149778,METHOD_PARAMETER_IN,,this,37,controllers/doraMetricsController.ts::program,BY_VALUE,0,false,510,this,,,0,,controllers/doraMetricsController.ts::program
111669149779,METHOD_PARAMETER_IN,,req: Request,44,express:Request;Request,BY_VALUE,1,false,510,req,,,1,Request,express:Request
111669149780,METHOD_PARAMETER_IN,,res: Response,58,express:Response;Response,BY_VALUE,2,false,510,res,,,2,Response,express:Response
111669149781,METHOD_PARAMETER_IN,,this,39,controllers/doraMetricsController.ts::program,BY_VALUE,0,false,531,this,,,0,,controllers/doraMetricsController.ts::program
111669149782,METHOD_PARAMETER_IN,,req: Request,46,express:Request;Request,BY_VALUE,1,false,531,req,,,1,Request,express:Request
111669149783,METHOD_PARAMETER_IN,,res: Response,60,express:Response;Response,BY_VALUE,2,false,531,res,,,2,Response,express:Response
111669149784,METHOD_PARAMETER_IN,,this,0,controllers/doraMetricsController.ts::program,BY_VALUE,0,false,1,this,,,0,,controllers/doraMetricsController.ts::program
111669149785,METHOD_PARAMETER_IN,,this,27,controllers/healthScoreController.ts::program,BY_VALUE,0,false,110,this,,,0,,controllers/healthScoreController.ts::program
111669149786,METHOD_PARAMETER_IN,,row: any,28,,BY_VALUE,1,false,110,row,,,1,ANY,ANY
111669149787,METHOD_PARAMETER_IN,,this,21,controllers/healthScoreController.ts::program,BY_VALUE,0,false,109,this,,,0,,controllers/healthScoreController.ts::program
111669149788,METHOD_PARAMETER_IN,,history: { rows: any[] },22,,BY_VALUE,1,false,109,history,,,1,controllers/healthScoreController.ts::program:<lambda>0:<lambda>1:<anon-class>0,controllers/healthScoreController.ts::program:<lambda>0:<lambda>1:<anon-class>0
111669149789,METHOD_PARAMETER_IN,,this,27,controllers/healthScoreController.ts::program,BY_VALUE,0,false,125,this,,,0,,controllers/healthScoreController.ts::program
111669149790,METHOD_PARAMETER_IN,,row: any,28,,BY_VALUE,1,false,125,row,,,1,ANY,ANY
111669149791,METHOD_PARAMETER_IN,,this,26,controllers/healthScoreController.ts::program,BY_VALUE,0,false,123,this,,,0,,controllers/healthScoreController.ts::program
111669149792,METHOD_PARAMETER_IN,,history: { rows: any[] },27,,BY_VALUE,1,false,123,history,,,1,controllers/healthScoreController.ts::program:<lambda>0:<lambda>3:<anon-class>2,controllers/healthScoreController.ts::program:<lambda>0:<lambda>3:<anon-class>2
111669149793,METHOD_PARAMETER_IN,,this,11,controllers/healthScoreController.ts::program,BY_VALUE,0,false,141,this,,,0,,controllers/healthScoreController.ts::program
111669149794,METHOD_PARAMETER_IN,,date,11,,BY_VALUE,1,false,141,date,,,1,__ecma.String,__ecma.String
111669149795,METHOD_PARAMETER_IN,,this,37,controllers/healthScoreController.ts::program,BY_VALUE,0,false,11,this,,,0,,controllers/healthScoreController.ts::program
111669149796,METHOD_PARAMETER_IN,,req: Request,44,express:Request;Request,BY_VALUE,1,false,11,req,,,1,Request,express:Request
111669149797,METHOD_PARAMETER_IN,,res: Response,58,express:Response;Response,BY_VALUE,2,false,11,res,,,2,Response,express:Response
111669149798,METHOD_PARAMETER_IN,,this,37,controllers/healthScoreController.ts::program,BY_VALUE,0,false,169,this,,,0,,controllers/healthScoreController.ts::program
111669149799,METHOD_PARAMETER_IN,,req: Request,44,express:Request;Request,BY_VALUE,1,false,169,req,,,1,Request,express:Request
111669149800,METHOD_PARAMETER_IN,,res: Response,58,express:Response;Response,BY_VALUE,2,false,169,res,,,2,Response,express:Response
111669149801,METHOD_PARAMETER_IN,,this,0,controllers/healthScoreController.ts::program,BY_VALUE,0,false,1,this,,,0,,controllers/healthScoreController.ts::program
111669149802,METHOD_PARAMETER_IN,,this,35,controllers/issueMetricsController.ts::program,BY_VALUE,0,false,12,this,,,0,,controllers/issueMetricsController.ts::program
